belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
No,Yes,No,No,No,02 - Automobile,2006.0,TOYOTA,MATRIX,RED,219011b,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,HYUN,2H,BLACK,218011,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,BMW,X5,SILVER,222011,No,M,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,CHEVY,IMPALA,GRAY,16303h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,FORD,FIESTA,GRAY,21707a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,ACUR,4S,GRAY,21502c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2018.0,FORD,ESCAPE,WHITE,21309d,No,M,DC,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,HYUNDAI,SONATA,WHITE,13409b,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2012.0,FORD,FUSION,GRAY,21902a2,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,MAZDA,626,WHITE,17107a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,VOLK,2S,SILVER,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2005.0,MERC,GRAND MARQUIS,BLACK,219011a,No,F,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,GMC,YUKON,BLACK,219011b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,TOYT,CAMRY,BLACK,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2008.0,HONDA,VAN,BLACK,2111242d2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2014.0,FORD,TK PU,BLACK,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,28 - Other,1999.0,MERCURY,VAN,WHITE,218011,No,F,MD,CA,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2010.0,NISSAN,CUBE,MAROON,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,HONDA,ACCORD,SILVER,21902b1,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,BMW,528I,WHITE,2111241b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,HOND,CRV,SILVER,21204b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,MAZD,4S,SILVER,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYT,COR 4S,SILVER,21902a2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2011.0,FORD,WVAN,WHITE,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),Citation
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,ALTIMA,GRAY,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,LEXUS,ES350,SILVER,16303d,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2014.0,HONDA,4S,BLACK,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,SAAB,CN,SILVER,13411f,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,4S,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,2007.0,FORD,VAN,WHITE,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,01 - Motorcycle,2009.0,KAWASAKI,MC,BLACK,21801b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,BMW,335,TAN,21201a1,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,NISSAN,PATHFINDER,BLACK,2111242d2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,TOYOTA,CAMRY,BLUE LIGHT,13409b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,GRAY,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2016.0,HONDA,CRV,GRAY,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2017.0,CADI,ATS,WHITE,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,CHRY,VAN,WHITE,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,NISSAN,ALTIMA,GOLD,13411a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HONDA,ACCORD,SILVER,21801a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYT,CAMRY,WHITE,224123b,No,M,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,TOYOTA,TACOMA,GREEN,211117c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,CHEVY,SILVERADO,BLUE,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,02 - Automobile,2000.0,TOYOTA,AVALON,BRONZE,201051,No,M,VA,VA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,FORD,4DR,GRAY,218011,No,F,WV,WV,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYT,SUV,BLACK,218011,No,M,MD,MD,O - Foot Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,HONDA,CRV,RED,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,08 - Recreational Vehicle,2010.0,LEXUS,GX460,BLACK,218011,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,AUDI,A6,BLACK,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,GMC,YUKON,GRAY,21902b1i,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,FORD,2S,GREEN,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2012.0,BMW,X5,GRAY,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2012.0,LINCOLN,MKZ,WHITE,21201a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,HONDA,PILOT,TAN,21309b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2011.0,TOYT,SU,WHITE,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,03 - Station Wagon,2005.0,TOYOTA,SIENNA,GRAY,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,SUV,SILVER,218011,No,F,MD,MD,O - Foot Patrol,Citation
No,No,No,No,No,02 - Automobile,1992.0,ACURA,LEGEND,WHITE,13411a,No,M,FL,FL,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2009.0,NISSAN,MAXIMA,SILVER,21902a2,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,02 - Automobile,2010.0,BMW,328I,BLACK,16303c,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,TOYOTA,CAMRY,GRAY,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,PONTIAC,GRAND PRIX 4S,GRAY,13401b1,No,M,GA,GA,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,TOYT,4S,GREEN,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,CHEV,ASTRO,BLUE,22101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,HONDA,CIVIC,RED,21801a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,FORD,TK EXPEDITION,WHITE,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,TOYOTA,RAV4,WHITE,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,CAMRY,GRAY,21601a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,CAMRY,GRAY,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,HONDA,ACCORD,GREEN,21902a2I,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,CHEVROLET,S10 PICKUP,BLUE,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,GMC,TK,BLUE,21902b1i,No,M,MD,MD,A - Marked Patrol,Citation
No,No,Yes,Yes,No,01 - Motorcycle,2006.0,SUZUIKI,GSXR,PURPLE,20105b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,CHEVROLET,CRUZE,BLACK,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,HYUNDAI,SONATA,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,CHEVY,VAN,WHITE,14106a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,CIVIC,SILVER,16101a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2017.0,HONDA,CIVIC,WHITE,16303c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,CADILLAC,CTS,BLACK,16101a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,TOYOTA,SIENNA,GOLD,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,4DOOR,SILVER,21902a1i,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,DODGE,RAM,GRAY,21314b,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,FORD,SW,TAN,22204f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,BMW,323I,BLUE LIGHT,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,BMW,530I,GRAY,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,02 - Automobile,2009.0,HONDA,CIVIC,GRAY,21402a,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,BMW,745I,BLUE DARK,16101a2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,SUBA,TK,TAN,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2003.0,SATURN,VUE,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HONDA,ODYSSEY,BLACK,16303c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,HONDA,CIVIC,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,TOYOTA,CORROLA,BLUE,22227b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,HIGHLANDER,GREEN LGT,16303h,No,M,MD,MD,E - Marked Stationary Radar,Citation
No,No,No,No,No,02 - Automobile,2015.0,DODGE,CHARGER,GOLD,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,DODGE,DURANGO,BLACK,21201a1,No,F,DC,DC,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,LINC,4S,BLACK,21301a,No,M,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,CHEVROLET,TRAVERSE,WHITE,16113h,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,MERCEDEZ,E350,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2003.0,MERCEDES,E320,SILVER,20103a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1994.0,BMW,740IL,BLUE DARK,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,RAV4,BLUE LIGHT,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,20 - Commercial Rig,2006.0,GMC,TRUCK,ORANGE,16808c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,GEO,PRIZM,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,GMC,VAN,WHITE,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,CADILLAC,DEVILLE,WHITE,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,ISU,TK,GREEN,224122d,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,TOYOTA,PRIUS,GREEN LGT,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2000.0,FORD,EXPLORER,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,HONDA,4DR,BLACK,21314b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,INFI,CP,BLUE,218011,No,M,MD,SC,E - Marked Stationary Radar,Citation
No,No,No,No,No,02 - Automobile,2000.0,MITS,4S,MAROON,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,SATURN,VUE,BLUE,218011,No,F,MD,MD,E - Marked Stationary Radar,Citation
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,MURANO,MAROON,16101a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2000.0,TOYOTA,CAMRY,GREEN,21309b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,NISSAN,ALTIMA,WHITE,16101a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,HONDA,ACCORD,SILVER,21201a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,03 - Station Wagon,2003.0,HONDA,ELEMENT,SILVER,13411f,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2013.0,ACURA,SUV,MAROON,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,1999.0,HONDA,ACCORD,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,NISSAN,ALTIMA,WHITE,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,DODGE,NEON,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2008.0,CRYSTLER,SEBRING,GOLD,21801b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,FORD,WINDSTAR,RED,21202m,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,HONDA,ODYSSEY,BEIGE,16303h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,HONDA,4D,BLACK,13401h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,03 - Station Wagon,2018.0,SUBA,4S,BLACK,16303c,Yes,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,DODGE,AVENGER,WHITE,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,Yes,No,No,No,05 - Light Duty Truck,1998.0,TOYOTA,TACOMA,WHITE,20102a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,FORD,F150,WHITE,21309b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,05 - Light Duty Truck,2005.0,CHEVY,TRUCK,WHITE,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,08 - Recreational Vehicle,2010.0,JEEP,SW,WHITE,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,1992.0,FORD,F250 DS,RED,211003b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,TOYOTA,4DR,GOLD,21902a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,LEXS,TK,BLACK,21902a1,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,MERCEDES,C63,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,NISSAN,ALTIMA,GRAY,21902b1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,2013.0,DODGE,CARAVAN,BLACK,16112c,No,F,MD,US,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,2003.0,HONDA,ODYSSEY,GOLD,13411a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2007.0,HYUNDAI,SONATA,GRAY,21902b1,Yes,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,2001.0,GMC,TRUCK,WHITE,11393201a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,LEXUS,IS300,SILVER,13410e2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,TOYOTA,PRIUS,BLUE,21309b,No,M,MA,MA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,FORD,TRUCK,WHITE,20104d,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYT,COA 4S,GRAY,218011,No,F,PA,PA,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,NISS,4S,PURPLE,13411a,No,F,MD,MD,B - Unmarked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,FORD,F250,WHITE,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,LEXUS,LS 400,WHITE,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,JAGUAR,XTYPE,SILVER,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,HOND,CIVIC,GOLD,21707a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,FORD,F150,TAN,21903c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,CAMRY,BLACK,13411d,No,F,MD,DC,A - Marked Patrol,Citation
No,No,No,Yes,No,02 - Automobile,1989.0,OLDS,4S,BLUE,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2010.0,CHEVY,VN,WHITE,16303c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,INFI,TK,BRONZE,20103b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,BUIC,CENTURY 4S,RED,16113h,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,TOYT,PRIUS,BLACK,21309d,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2003.0,DODGE,TRUCK,RED,21301a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,JEEP,WRANGLER,WHITE,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2013.0,TOYOTA,2DR,WHITE,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2004.0,HONDA,CIVIC,GRAY,224123b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,CHEV,CAV 2D,RED,21902a2,No,F,MD,MD,B - Unmarked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2007.0,FORD,VN,WHITE,218011,No,M,MD,MD,Q - Marked Laser,Citation
Yes,Yes,No,No,No,02 - Automobile,2011.0,TOYOTA,CAMRY,BLACK,219011a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,TOYOTA,CELICA,BLACK,13411c2,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,NISSAN,MAXIMA,RED,21301a,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2000.0,DODGE,DURANGO,BLUE DARK,13411d,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2010.0,HONDA,2DR,BLACK,22406i3,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2010.0,VOLK,CC,BLACK,21204b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,YARIS,BLUE LIGHT,21801b,Yes,F,OH,OH,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,TOYOTA,COROLLA,WHITE,16116a,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,VOLKS WAGON,PASSAT,GRAY,16101a,No,F,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1995.0,ACUR,4S,RED,21204d,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,MERZ,4S AMG,BLACK,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2004.0,FORD,F150,YELLOW,16101a,No,M,MD,XX,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2008.0,VOLVO,S40,BLACK,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2017.0,HONDA,ACCORD,BLACK,16303d,No,M,MD,MD,A - Marked Patrol,Citation
Yes,No,No,No,No,02 - Automobile,2013.0,CHRYS,4S,RED,21707a,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2005.0,CADILLAC,CTS,BLACK,218011,No,F,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2009.0,HONDA,CRV,BLUE DARK,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,AUDI,A6,GOLD,16101a,No,M,MD,NC,S - License Plate Recognition,Citation
No,No,No,No,No,03 - Station Wagon,2006.0,JEEP,CHEROKEE,BLACK,16112c,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,4S,RED,218011,No,M,MD,MD,Q - Marked Laser,Citation
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,4RUNNER,BLUE DARK,13409b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2001.0,JEEP,GRAND CHEROKEE,SILVER,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2012.0,HONDA,ACCORD,GRAY,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,FORD,EXPEDITION,SILVER,16112c,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2013.0,FORD,EXPLORER,SILVER,222011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1998.0,ACURA,INTEGRA 2S,GREEN DK,13409b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2004.0,HOND,ACCORD,BLACK,218011,No,M,MD,MD,E - Marked Stationary Radar,Citation
No,No,No,No,No,02 - Automobile,2010.0,MAZDA,4S,SILVER,21902a2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,HONDA,CIVIC,GRAY,219011b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,4RUNNER,BLACK,222011,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,VOLKSWAGON,CBRIO,BLUE,13411d,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1996.0,HONDA,4S,SILVER,16101a1,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,HONDA,ACCORD,GOLD,2111121a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1999.0,AUDI,4S,BLACK,201051,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2014.0,TOYT,CAMRY,RED,18106b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,28 - Other,1999.0,HONDA,ODYSSEY,SILVER,21202i2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2011.0,DODGE,AVENGER,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2002.0,MITS,4S,RED,224123b,No,F,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,28 - Other,2008.0,GMC,SUV,BLACK,21902a1ii,Yes,F,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2008.0,HONDA,ACCORD,BLACK,20103b,No,M,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,SIENNA LE,TAN,2111242d2,No,F,MD,MD,A - Marked Patrol,Citation
No,No,No,No,No,02 - Automobile,1997.0,BMW,318TI,GREEN,17107,No,M,MD,MD,A - Marked Patrol,Citation
No,No,Yes,No,No,02 - Automobile,2005.0,SATURN,VUE,SILVER,21301a,No,M,MD,MD,A - Marked Patrol,Citation
