unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_25688,exceeding maximum speed 39 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,05 - Light Duty Truck,2015,FORD,SUV,BLACK,218011,No,M,VA,VA,Q - Marked Laser,0
Code_18025,driver failure stop stop sign entering crosswalk,sign violation,No,No,No,No,No,02 - Automobile,2000,VOLKW,4S,BLACK,21707b,No,M,MD,MA,A - Marked Patrol,0
Code_3139,exceeding maximum speed 49 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2003,FORD,EXPEDITION,GREEN LGT,218011,No,M,MD,MD,Q - Marked Laser,0
Code_16390,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2015,ACURA,TLX,WHITE,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_11898,negligent driving vehicle careless imprudent manner endangering property life person,careless driving,No,No,No,No,No,02 - Automobile,2001,ISUZ,TK,SILVER,219011b,No,M,MD,MD,A - Marked Patrol,0
Code_14157,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2004,HYUNDAI,ELANTRA,RED,13409b,No,M,PA,PA,A - Marked Patrol,0
Code_25358,failure licensee notify administration change address within 30 days,administration problem,No,No,No,No,No,05 - Light Duty Truck,1992,JEEP,TK,RED,16116a,No,F,MD,MD,A - Marked Patrol,0
Code_32414,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2014,SUBARU,IMPREZA,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_18762,driving vehicle highway without current registration plates validation tabs,tag problem,No,No,No,Yes,No,02 - Automobile,2001,SUBA,OUTBACK,WHITE,13411d,No,F,MD,VA,A - Marked Patrol,0
Code_12363,driving motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2013,HUYNDAI,ELANTRA,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,0
Code_15206,person driving motor vehicle license suspended 17106 26204 26206 27103,license problem,No,No,No,Yes,No,02 - Automobile,1993,HONDA,CIVIC,GREEN,16303h,Yes,M,MD,MD,A - Marked Patrol,0
Code_5439,driving vehicle influence alcohol per se,driving alcohol,No,No,No,Yes,No,02 - Automobile,2008,HONDA,CIVIC,SILVER,21902a1ii,No,M,MD,MD,A - Marked Patrol,0
Code_16724,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2008,TOYOTA,COROLLA,WHITE,2111242d2,No,F,MD,MD,A - Marked Patrol,0
Code_26641,driving vehicle highway expired license,license problem,No,No,No,No,No,02 - Automobile,1994,TOYOTA,CAMRY,TAN,16115g,No,M,VA,XX,A - Marked Patrol,0
Code_31580,person driving motor vehicle license suspended 17106 26204 26206 27103,license problem,No,No,No,No,No,02 - Automobile,2008,NISS,SILVER 4S,SILVER,16303h,No,M,MD,MD,A - Marked Patrol,0
Code_15007,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2003,TOYT,TK,BLUE,2111242d2,No,M,MD,MD,A - Marked Patrol,0
Code_28000,exceeding maximum speed 47 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2000,CHEVY,S10,WHITE,218011,No,M,MD,MD,Q - Marked Laser,0
Code_13608,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2002,HONDA,CRV,BLACK,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_11150,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2008,TOYOTA,COROLLA,RED,21902b1,No,F,MD,MD,A - Marked Patrol,0
Code_13920,aggressive driving,careless driving,No,No,No,No,No,02 - Automobile,2008,FORD,CROWN VICTORIA,RED,219012,No,M,MD,MD,A - Marked Patrol,0
Code_12737,failure control vehicle speed highway avoid collision,other,No,No,Yes,No,No,02 - Automobile,2003,NISSAN,ALTIMA,SILVER,21801b,No,M,DC,DC,A - Marked Patrol,0
Code_21006,failure drive vehicle right half roadway required,careless driving,No,No,No,No,No,02 - Automobile,2013,HOND,4S,GRAY,21301a,No,M,MD,MD,A - Marked Patrol,0
Code_8643,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2013,HONDA,CIVIC,WHITE,21202h1,No,M,MD,MD,A - Marked Patrol,0
Code_4365,failure display two lighted front lamps required,problem vehicle light,No,No,Yes,No,No,02 - Automobile,2004,ACURA,4S,BLUE,22226a,No,F,MD,MD,A - Marked Patrol,0
Code_3170,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2011,NISSAN,ROGUE,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_3768,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,Yes,No,No,No,02 - Automobile,2002,JEEP,GRAND CHEROKEE,BLACK,219011a,Yes,M,MD,MD,A - Marked Patrol,0
Code_30155,operating vehicle highway unauthorized window tinting material,window,No,No,No,No,No,02 - Automobile,2010,BMW,2S,GRAY,22406i1,No,F,MD,MD,L - Motorcycle,0
Code_26455,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2002,CHEV,4S,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,0
Code_27495,failure control veh speed hwy avoid collision,other,No,No,No,No,No,01 - Motorcycle,2005,CHRYSLER,PACIFICA,SILVER,21801b,No,M,MD,MD,A - Marked Patrol,0
Code_3714,person driving motor vehicle highway public use property suspended outofstate license,license problem,No,No,No,No,No,02 - Automobile,2003,BUICK,4DR,WHITE,16303f,No,M,DC,DC,A - Marked Patrol,0
Code_21157,failure drive vehicle right half roadway required,careless driving,No,No,Yes,No,No,02 - Automobile,2011,CADILLIAC,4S,BLACK,21301a,Yes,F,MD,MD,A - Marked Patrol,0
Code_30202,exceeding maximum speed 74 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2003,MAZDA,MAZDA 6,BLACK,218011,No,M,MD,MD,Q - Marked Laser,0
Code_26575,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2001,PONTIAC,BONIVILLE,SILVER,16303c,No,M,MD,MD,B - Unmarked Patrol,0
Code_6765,person driving motor vehicle license suspended 17106 26204 26206 27103,license problem,No,No,No,No,No,02 - Automobile,2003,CADILAC,4S,WHITE,16303h,No,M,MD,MD,S - License Plate Recognition,0
Code_7688,person driving motor vehicle highway public use property suspended license privilege,license problem,No,No,No,No,No,02 - Automobile,2011,HYUN,4S,GOLD,16303c,No,M,MD,MD,A - Marked Patrol,0
Code_16353,failure control veh speed hwy avoid collision,other,No,No,No,No,No,02 - Automobile,2013,FORD,EDGE,BLACK,21801b,No,M,VA,VA,A - Marked Patrol,0
Code_2953,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2002,TOYOTA,CAMRY,BLUE,13401h,No,F,MD,MD,S - License Plate Recognition,0
Code_5616,driving motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2006,NISSAN,SENTRA,SILVER,16101a,No,M,MD,MD,A - Marked Patrol,0
Code_23280,driving veh far impaired drugs drive safely,driving alcohol,No,No,No,No,No,06 - Heavy Duty Truck,2014,DODGE,RAM 2500,MAROON,21902c1,No,M,MD,MD,A - Marked Patrol,0
Code_7609,driving vehicle influence alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2014,CHRYSLER,200,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,0
Code_24107,driving veh impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2017,HYUN,ELANTRA,BLUE,21902b1i,No,M,MD,MD,A - Marked Patrol,0
Code_15019,failure control vehicle speed highway avoid collision,other,No,No,No,Yes,No,02 - Automobile,1997,HONDA,ACCORD,GREEN,21801b,No,M,MD,VA,A - Marked Patrol,0
Code_13021,exceeding maximum speed 44 mph posted 35 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2015,JEEP,WRANGLER,WHITE,218011,No,F,MD,MD,Q - Marked Laser,0
Code_13058,driving drive motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2012,NISSAN,ALTIMA,WHITE,16101a,No,M,MD,MD,A - Marked Patrol,0
Code_11681,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,1999,BUIC,4S,BEIGE,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_11245,exceeding maximum speed 53 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2014,NISS,4S,BLACK,218011,No,F,MD,MD,O - Foot Patrol,0
Code_27718,person driving motor vehicle highway public use property revoked outofstate license,license problem,No,No,No,Yes,No,02 - Automobile,2014,KIA,OPTIMA,SILVER,16303g,No,F,MD,NC,A - Marked Patrol,0
Code_29899,oper motor veh operator restrained seat belt,belts,No,No,No,No,No,02 - Automobile,2001,HOND,ACCORD,BLACK,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_18156,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,1998,HONDA,CIVIC,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_8623,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,TOYOTA,COROLLA,WHITE,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_3531,exceeding posted maximum speed limit 57 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2005,VOLK,TOUAREG,GRAY,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),0
Code_16237,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2011,TOYOTA,SIENNA,BLUE,21902b1,No,M,MD,MD,B - Unmarked Patrol,0
Code_30771,exceeding maximum speed 44 mph posted 35 mph zone,exceeding speed,No,No,No,No,No,05 - Light Duty Truck,2005,HOND,TK,SILVER,218011,No,F,MD,MD,Q - Marked Laser,0
Code_1446,person driving motor vehicle license suspended 17106 26204 26206 27103,license problem,No,No,No,No,No,02 - Automobile,2012,MAZDA,3,BLUE,16303h,No,M,MD,MD,A - Marked Patrol,0
Code_13274,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2006,LEXS,LX470,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_25993,exceeding posted maximum speed limit 65 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2014,CADI,4S,BLACK,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),0
Code_10740,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2010,CHRY,CN,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,0
Code_15547,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,No,Yes,No,No,02 - Automobile,2000,FORD,E250,WHITE,219011a,No,M,MD,MD,A - Marked Patrol,0
Code_27780,operating unregistered motor vehicle highway,registration problems,No,No,No,No,No,02 - Automobile,1998,FORD,RANGER,RED,13401b1,No,M,MD,MD,A - Marked Patrol,0
Code_26759,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2004,HOND,ACCORD,GRAY,13409b,No,M,MD,MD,A - Marked Patrol,0
Code_10475,driving motor vehicle highway without required license authorization,license problem,No,No,No,No,No,02 - Automobile,2010,NISSAN,ALTIMA,BLUE,16101a,No,F,MD,MD,A - Marked Patrol,0
Code_13885,driving susp 17106,license problem,No,No,No,No,No,02 - Automobile,2002,TOYT,4S,WHITE,16303h,No,F,MD,MD,A - Marked Patrol,0
Code_4308,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2005,SUBA,OUTBACK,BLUE,21201a1,No,F,MD,MD,B - Unmarked Patrol,0
Code_12359,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2006,TOYOTA,SEQUOIA,SILVER,21309b,No,M,MD,MD,A - Marked Patrol,0
Code_9814,exceeding posted maximum speed limit 49 mph posted 40 mph zone,exceeding speed,No,No,No,No,No,28 - Other,2015,RAM,PMASTER CITY,RED,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),0
Code_22117,driving vehicle highway expired license,license problem,No,Yes,No,No,No,02 - Automobile,2009,DODGE,CARAVAN,RED,16115g,No,M,MD,MD,A - Marked Patrol,0
Code_27974,failure attach vehicle registration plates front rear,tag problem,No,No,No,No,No,02 - Automobile,1999,VOLVO,S70,BLUE DARK,13411a,No,M,MD,MD,A - Marked Patrol,0
Code_13318,possessing suspended lic,license problem,No,No,No,No,No,02 - Automobile,2002,NISS,SENTRA,BLACK,16301j,No,M,MD,MD,A - Marked Patrol,0
Code_26756,failure licensee notify administration change address within 30 days,administration problem,No,No,No,No,No,02 - Automobile,2003,MAZDA,MAZDA 6,SILVER,16116a,No,M,MD,MD,Q - Marked Laser,0
Code_31303,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2009,JEEP,SUV,MAROON,21902b1,No,M,VA,VA,A - Marked Patrol,0
Code_26722,exceeding posted maximum speed limit 34 mph posted 25 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2018,AUDI,2S,GRAY,218011,No,M,MD,MD,A - Marked Patrol,0
Code_21052,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,2012,KIA,4DR,BLACK,13411f,No,F,MD,MD,A - Marked Patrol,0
Code_14825,operator restrained seatbelt,belts,No,No,No,No,No,02 - Automobile,2004,HOND,4S,SILVER,224123b,No,M,MD,MD,A - Marked Patrol,0
Code_18768,failure stop stopped school veh operating alternately flashing red lights,sign violation,No,No,No,No,No,06 - Heavy Duty Truck,2012,CHEVY,SILVERADO,BLACK,21706a,No,M,MD,MD,A - Marked Patrol,0
Code_16164,driving vehicle influence alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2011,CHEVY,EQUINOX,BLUE LIGHT,21902a1,No,M,MD,MD,A - Marked Patrol,0
Code_351,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,1995,FORD,SW,TAN,22204f,No,M,MD,MD,A - Marked Patrol,0
Code_10077,exceeding maximum speed 64 mph posted 45 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2011,HOND,4S,WHITE,218011,No,M,MD,MD,A - Marked Patrol,0
Code_3864,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,2008,GMC,SU,BRONZE,16112c,No,M,MD,MD,A - Marked Patrol,0
Code_23397,failure return remain scene accidentinvolving attended veh,omission of assistance,No,No,No,No,No,02 - Automobile,2012,NISSAN,SENTRA 4D,SILVER,20103b,Yes,M,MD,MD,A - Marked Patrol,0
Code_26233,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2003,CHEVROLET,IMPALA,BLUE,21707a,No,M,MD,MD,A - Marked Patrol,0
Code_28498,failure control vehicle speed highway avoid collision,other,No,No,No,No,No,02 - Automobile,2015,DODGE,DART,SILVER,21801b,No,M,MD,MD,A - Marked Patrol,0
Code_30551,knowingly driving uninsured vehicle,registration problems,No,No,No,No,No,02 - Automobile,2013,CHEVROLET,CRUZE,BLACK,17107,No,M,MD,MD,A - Marked Patrol,0
Code_10616,driving vehicle influence alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2012,INFI,4S,SILVER,21902a1,No,M,MD,MD,A - Marked Patrol,0
Code_31992,exceeding maximum speed 39 mph posted 30 mph zone,exceeding speed,Yes,No,No,No,No,02 - Automobile,1998,CHEVROLET,VAN,WHITE,218011,No,M,MD,MD,Q - Marked Laser,0
Code_12722,driving impaired alcohol,driving alcohol,No,Yes,No,No,No,02 - Automobile,2015,HONDA,CIVIC,BLUE,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_1832,person knowingly making false veh theft report police,administration problem,No,No,No,No,No,02 - Automobile,2013,CHEVY,VAN,WHITE,14106a,No,M,MD,MD,A - Marked Patrol,0
Code_27367,driver turning left fail yield right way vehicle approaching opposite direction,careless driving,No,No,No,No,No,02 - Automobile,2011,TOYOTA,PRIUS,SILVER,21402a,No,M,MD,MD,A - Marked Patrol,0
Code_32311,driving vehicle excess reasonable prudent speed highway,exceeding speed,No,No,No,No,No,02 - Automobile,2005,CHRY,2S,BLACK,21801a,No,M,MD,MD,A - Marked Patrol,0
Code_1837,driver reading electronic msg oper veh travel portion hwy,careless driving,No,No,No,No,No,02 - Automobile,2010,MERCEDES,4DR,BLACK,2111241b,No,F,MD,MD,O - Foot Patrol,0
Code_1284,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2013,TOYOTA,PRIUS,BLUE,21309b,No,M,MA,MA,A - Marked Patrol,0
Code_28304,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,No,No,No,No,02 - Automobile,2014,TOYOTA,COROLLA,BLACK,219011a,No,F,MD,MD,A - Marked Patrol,0
Code_30889,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,1995,FORD,WINSTAR,GREEN,13409b,No,F,MD,MD,A - Marked Patrol,0
Code_23442,negligent driving vehicle careless imprudent manner endangering property life person,careless driving,No,No,No,No,No,02 - Automobile,2000,NISS,SENTRA,RED,219011b,No,M,MD,MD,A - Marked Patrol,0
Code_25077,operator restrained seatbelt,belts,No,No,No,No,No,02 - Automobile,2003,TOYOTA,CAMRY,WHITE,224123b,No,M,VA,VA,Q - Marked Laser,0
Code_5955,driving vehicle excess reasonable prudent speed highway,exceeding speed,No,No,No,No,No,02 - Automobile,2001,JEEP,CHEROKEE,BLUE,21801a,No,M,DC,DC,A - Marked Patrol,0
Code_13578,driver failure obey designated lane directions,sign violation,No,No,No,No,No,02 - Automobile,2006,FORD,VAN,WHITE,21309d,No,M,MD,MD,A - Marked Patrol,0
Code_17007,displaying expired registration plate issued state,tag problem,No,No,No,No,No,02 - Automobile,1998,MERCURY,MOUNTAINEER,BLACK,13411f,No,F,MD,MD,A - Marked Patrol,0
Code_26962,exceeding maximum speed 39 mph posted 30 mph zone,exceeding speed,No,No,No,No,Yes,06 - Heavy Duty Truck,2000,INTERNATIONAL,TK,WHITE,218011,No,M,MD,MD,Q - Marked Laser,0
Code_21780,driving impaired alcohol,driving alcohol,No,No,No,No,No,02 - Automobile,2016,NISS,4S,BLACK,21902b1,No,M,MD,MD,A - Marked Patrol,0
Code_21316,failure licensee notify administration change address within 30 days,administration problem,No,No,No,No,No,02 - Automobile,2003,CADILLAC,DEVILLE,WHITE,16116a,No,F,MD,MD,A - Marked Patrol,0
Code_24202,driving attempting drive motor vehicle highway without required license authorization,license problem,No,No,No,No,No,28 - Other,1999,CHEVY,BLAZER,GOLD,16101a,No,M,MD,XX,A - Marked Patrol,0
Code_31301,driving attempting drive motor vehicle alcohol blood violation restriction,driving alcohol,No,No,No,No,No,02 - Automobile,2005,SCION,2DR,BLUE,16113j,No,F,MD,MD,A - Marked Patrol,0
Code_31700,person driving motor vehicle license suspended tr 17106 26204 26206 27103,license problem,No,No,No,No,No,02 - Automobile,1998,MERZ,4D,BLACK,16303h,No,M,MD,MD,A - Marked Patrol,0
Code_21550,failure stop stop sign,sign violation,No,No,No,No,No,02 - Automobile,2006,MAZDA,6,GRAY,21707a,No,M,MD,MD,A - Marked Patrol,0
Code_16313,failure control veh speed hwy avoid collision,other,No,No,Yes,No,No,02 - Automobile,1995,NISSAN,SENTRA,GREEN,21801b,No,M,MD,MD,A - Marked Patrol,0
Code_4333,knowingly driving uninsured vehicle,registration problems,No,No,No,No,No,02 - Automobile,1992,HONDA,ACCORD,BLACK,17107,No,M,MD,MD,A - Marked Patrol,0
Code_5305,exceeding maximum speed 49 mph posted 30 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2009,CHEVROLET,EQUINOX,TAN,218011,No,F,MD,MD,Q - Marked Laser,0
Code_12835,exceeding maximum speed 75 mph posted 55 mph zone,exceeding speed,No,No,No,No,No,02 - Automobile,2003,TOYOTA,COROLLA 4S,SILVER,218011,No,F,MD,MD,Q - Marked Laser,0
