,0
1191,VEHICLE CARRYING A LOAD OF LOOSE MATERIAL WITHOUT CANVAS OTHER APPROVED COVER
1192,PERSON DISPLAYING LIC NOT ISSUED TO HIM
1193,EXCEEDING POSTED MAXIMUM SPEED LIMIT 71 MPH IN A POSTED 40 MPH ZONE
1194,EXCEEDING MAXIMUM SPEED 61 MPH IN A POSTED 30 MPH ZONE
1195,FAIL OF DRIVER IN ATTENDED VEH ACCIDENT TO FURNISH REQ ID LIC
1196,PERSON FAILURE TO RETURN TO ADMCANCELLEDSUSPENDEDREVOKED TITLE CERT REG CARD
1197,PARKING VEH ON BRIDGE
1198,PARKING VEH ON CROSSWALK
1199,PERSON DRIVING MOTOR VEH ON HWY PUBLIC USE PROPERTYON SUSPENDED LIC AND PRIVILEGE
1200,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60+
1201,EXCEEDING MAXIMUM SPEED 77 MPH IN A POSTED 45 MPH ZONE
1202,PERSON OPERATING MOTOR SCOOTER WO APPROVED EYE PROTECTIVE DEVICE OR WINDSCREEN
1203,DWI
1204,STANDING VEH WHERE PROHIBITED BY OFFICIAL SIGN
1205,DISPLAYING PERMITTING TO BE DISPLAYED REG PLATETABS ISSUED FOR OTHER VEHICLE TO OTHER PERSON
1206,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75 IN A 55
1207,EXCEEDING POSTED MAXIMUM SPEED LIMIT 80 MPH IN A POSTED 45 MPH ZONE
1208,FAIL OF DRIVER IN ATTENDED PROPERTY ACCIDENT TO FURNISH REQ ID LIC
1209,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60 MPH IN 35 MPH
1210,LICENSEE FAILURE TO APPLY FOR DUP LIC WHEN LIC LOST STOLEN MUTILATED DESTROYED
1211,PERSON DISOBEYING CONTROLLED ACCESS HWY RESTRICTION
1212,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH AS REQUIRED
1213,DRIVING IN LEFT TURN LANE LONGER DISTANCE THAN NECESSARY
1214,FAIL TO PLACE PROPERLY DISPLAY TEMP REG PLATE AFTER CURRENT REG PLATE MADE ILLEGIBLE
1215,DRIVE VEH WHILE UNDER INFLUENCE OF ALCOHOL ALCOHOL PER SE WHILE TRANSP MINOR
1216,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 64
1217,EXCEEDING MAXIMUM SPEED 62 MPH IN A POSTED 55 MPH ZONE
1218,EXCEEDING POSTED MAXIMUM SPEED LIMIT 62 MPH IN A POSTED 35 MPH ZONE
1219,EXCEEDING MAXIMUM SPEED 60 MPH IN A POSTED 25 MPH ZONE
1220,DRIVE VEH REQ CLASS C LIC ON HWY WO ENDORSED CLASS C LIC
1221,EXCEEDING POSTED MAXIMUM SPEED LIMIT 79 MPH IN A POSTED 40 MPH ZONE
1222,DRIVING VEH VIDEO DISP EQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1223,EXCEEDING MAXIMUM SPEED 100 MPH IN A POSTED 35 MPH ZONE
1224,EXCEEDING MAXIMUM SPEED 75 MPH IN A POSTED 25 MPH ZONE
1225,EXCEEDING POSTED MAXIMUM SPEED LIMIT 103 MPH IN A POSTED 55 MPH ZONE
1226,EXCEEDING POSTED MAXIMUM SPEED LIMIT 80 MPH IN A POSTED 50 MPH ZONE
1227,TAILLIGHT INOPERATIVE
1228,OWNER OF MOTOR SCOOTER MOPED FAILURE TO DISPLAYDECAL ON VEHICLE AS PRESCRIBED BY MVA
1229,INADEQUATE REAR WHEEL FLAPS ON HWYTRAILER
1230,REMOVAL OF VEH REG CARD PLATE WITH INTENT TO CONCEAL MISREPRESENT VEH OWNER ID
1231,DRIVING VEHON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1232,MATERIALLY ALTERING VEH EQUIPMENT AFTER INSPECTION CERT ISSUED
1233,DRIVER DELCARED OUTOFSERVICE OPERATING A MOTOR VEHICLE PRIOR TO TIME LAWFULLY ALLOWED
1234,ATTEMPTING TO DRIVE VEH WHILE SO FAR IMPAIRED BY DRUGS AND ALCOHOL CANNOT DRIVE SAFELY
1235,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75
1236,EXCEEDING POSTED MAXIMUM SPEED LIMIT 85 MPH IN A POSTED 55 MPH ZONE
1237,DRIVER FAILURE TO STOP BEFORE ENTERING HWY FROM PRIVATE ROADDRIVEWAY
1238,FAILURE OF DR TO SLOW TO REASONABLE PRUDENT SPEED WHILE PASSING STOPPED EMERG VEH TOW TRUCK
1239,FAILURE OF VEH DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEHPROPER OF DAMAGE
1240,EXCEEDING MAXIMUM SPEED 85 MPH IN A POSTED 50 MPH ZONE
1241,EXCEEDING POSTED MAXIMUM SPEED LIMIT 69 MPH IN A POSTED 55 MPH ZONE
1242,OP VEH ON HWY WTAILGATE NOTCLOSED ALLOWING LOOSE MAT SPILAGE ETC
1243,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 57
1244,FAILURE TO SECURELY FASTEN PROPERLY PLACE POSITION REGISTRATION PLATE TO VEHICLE
1245,EXCEEDING MAXIMUM SPEED 84 MPH IN A POSTED 40 MPH ZONE
1246,OP VEH ON HW WO REMOVING SPILLAGE
1247,OPERATING MOTORCYCLE BETWEEN LANES OF TRAFFIC
1248,UNLAWFUL USE OF HISTORIC PASS VEH FOR PRIM TRANS OF PASS ON HWY
1249,DISPLAYING REGISTRATION PLATE ISSUED FOR OTHER VEHICLE
1250,THROWING INJURIOUS SUBSTANCE ON HWY
1251,FAILURE TO PROPERLY PLACE POSITION REGISTRATION PLATE TO VEHICLE
1252,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7040
1253,FAIL OF VEH DRIVER IN BODILY INJDEATHATTEND VEHATTEND PROP DAMAGE ACCIDENT TO EXHIBIT LIC TO PO
1254,TAMPERING WITH ATTEMPTING TO CIRCUMVENT OPERATION OF INTERLOCK SYSTEM
1255,DRIVER FAIL TO YIELD INTERSECTION RIGHTOFWAY TO VEHICLE AFTER TURN ON RED
1256,ATTACHING UNAUTHORIZED VEH REG PLATE WITH INTENTTO MISREPRESENT VEH OWNER ID
1257,EXCEEDING MAXIMUM SPEED 75 MPH IN A POSTED 35 MPH ZONE
1258,KNOWINGLY USING FALSIFIED VEH PLATE
1259,EXCEEDING MAXIMUM SPEED 96 MPH IN A POSTED 55 MPH ZONE
1260,STANDING VEH WHEREVER PROHIBITED BY OFFICIAL SIGN
1261,DISPLAYING PERMITTING TO BE DISPLAYED REG PLATESTICKER ISSUED FOR OTHER VEHICLE
1262,FAILURE MOTOR VEH DRIVER TO FURNISH WRITTEN ID INFO IN UNATTENDED DAMAGED VEH
1263,PERSON DRIVING ON HWY VEHWITH VISIBLE RED LAMP FROM FRONT
1264,THROWING DISCHARGE ANY REFUSEON HWY
1265,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 80 IN 35MPH ZONE
1266,DRIVING VEH ON HWY WITH CANCELLED SUSPENDED REVOKED REG
1267,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8755
1268,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8035
1269,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS AND COVERS
1270,DRIVER SENDING A TEXT MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1271,DRIVING VEH WHILE IMPAIRED BY DRUGS OR ALCOHOL OR ALCOHOL AND DRUGS
1272,HOLDER OF NONCOMMERCIAL CLASS C DR LIC DRIVE ATTEMPT TO DR ON HWY MV OF THE TYPE AUTH BY LIC
1273,DRIVING WHILE LIC SUSP UNDER 26204
1274,STOPPING VEH ON HWY RAMP
1275,RETURN REG PLATES
1276,DRIVING WITHOUT LICENSE
1277,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7545
1278,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 72MPH+
1279,DRIVING TO DRIVE VEH WHILE SO FAR IMPAIRED BY ALCOHOL CANNOT DRIVE SAFELY
1280,VEH ENTERING INTERSECTION OCCUPIED BY FUNERAL PROCESSION
1281,EXCEEDING HIGHWAY WORKZONE SPEED LIMIT
1282,OWNER KNOWINGLY PERMITTING VEH TO BE DRIVEN ON HWY WO REG CARD
1283,OPERATOR OF MOTOR SCOOTER FAILURE TO CARRY REQUIRED SECURITY
1284,HOLDER OF NONCOMMERCIAL CLASS C DR LIC ATTEMPT TO DRIVE ON HWY MV OF THE TYPE AUTH BY LIC
1285,FAILURE OF DRIVER DRIVING BELOW SPEED LIMIT TO KEEP RIGHT
1286,OPER MV WITH OCCUPANT UNDER AGE 16 NOT RESTRAINED BY SEATBELTandor CHILD SAFETY SEAT
1287,DRIVING ATTEMPTING TO DRIVE VEHICLE WHILE UNDERTHE INFLUENCE OF ALCOHOL
1288,DRIVER FAILURE AT T INTERSECTION WO TRAFFIC CONTROL DEVICE TO YIELD RIGHTOFWAY
1289,OPER PERMIT THE OPERATION OF SOUND AMPLIFICATIONSYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1290,OPERATING MOTOR VEHICLE WITH FLAT TIRE
1291,EXCEEDING POSTED MAXIMUM SPEED LIMIT 53 MPH IN A POSTED 30 MPH ZONE
1292,DRIVING VEH IN RACE SPEED CONTEST ON HWY
1293,DRIVER FAILURE TO STOP BEFORE SIDEWALK AFTER EMERGING FROM DRIVEWAY
1294,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITION
1295,DRIVING WO DL
1296,EXCEEDING POSTED MAXIMUM SPEED LIMIT 46 MPH IN A POSTED 25 MPH ZONE
1297,EXCEEDING POSTED MAXIMUM SPEED LIMIT 78 MPH IN A POSTED 60 MPH ZONE
1298,EXCEEDING MAXIMUM SPEED 120 MPH IN A POSTED 55 MPH ZONE
1299,DRIVING MOTOR VEH ON HWY WITH METAL TIRES IN CONTACT WITH ROAD
1300,DRIVING A COMMERCIAL MOTOR VEH WO COMMERCIAL DRIVERS LICENSE IN POSSESSION
1301,EXCEEDING MAXIMUM SPEED 94 MPH IN A POSTED 60 MPH ZONE
1302,SUSP REG
1303,EXCEEDING MAXIMUM SPEED 76 MPH IN A POSTED 60 MPH ZONE
1304,DRIVING MOTOR VEH IN MANNER INTENDED TO CAUSE SKIDDING
1305,OPERERATE SOUND AMPLIFICATIONSYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1306,DRIVING MOTOR VEH WHILE LIC SUSPENDED IN OTHER STATE FOR FAILURE TO APPEAR OR FAILURE TO PAY FINE
1307,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 30 MPH
1308,FAILURE TO APPLY FOR CURRENT REG CARD REPLACEMENT FOR LOST CARD
1309,STOPPING VEH IN FRONT OF PUBLIC DRIVEWAY
1310,EXCEEDING MAXIMUM SPEED 103 MPH IN A POSTED 55 MPH ZONE
1311,driving wo current tags
1312,NO LEAF SPRING SHALL BE CRACKED BROKEN OR MISSING NOR SHIFTED OUT OF POSITION
1313,FAILURE TO PASS AROUND ROTARY TRAFFIC ISLAND TO RIGHT OF ISLAND
1314,ERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17106 26204 26206 27103
1315,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75+
1316,EXCEEDING POSTED MAXIMUM SPEED LIMIT 90 MPH IN A POSTED 60 MPH ZONE
1317,DRIVER WRITINGSENDINGREADING ATEXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1318,FAIL OF DRIVER IN UNATTEND VEH ACCIDENT TO FURNISH REQ ID LIC
1319,HOLDER OF LEARNERS PERMIT 18 YOLDER USING A HANDHELD TELEPHONE WHILE OPER MV
1320,DRIVER WRITINGSENDINGREADING AN ELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1321,EXCEEDING MAXIMUM SPEED 58 MPH IN A POSTED 30 MPH ZONE
1322,FAIL VEH DRIVER IN ACCTO RPTBODILY INJ TO NEAREST POLICE
1323,FAILURE TO SURRENDER MVA ID CARD UPON ISSUANCE OF LICENSE
1324,INDIVIDUAL OPERATING MOTORCYCLE WO WEARING REQUIRED HEADGEAR PROTECTION
1325,FAIL TO OBTAIN NONRESIDENT PERMIT WITHIN REQ TIME PERIOD WHEN MAINTAINOCCUPY DWELL > 30 DAYS < 1 YR
1326,EXCEEDING POSTED MAXIMUM SPEED LIMIT 58 MPH IN A POSTED 45 MPH ZONE
1327,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 49
1328,MOTOR CARRIER FAIL TO CORRECT DEFECTS NOTED ON INSPECTION REPORT
1329,OPERATING MOTOR VEHICLE WITHOUT PROPER REQUIRED EMERGENCY EQUIPMENT ON POWER UNIT
1330,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5030
1331,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES 54 MPH IN 35 ZONE
1332,EXCEEDING POSTED MAXIMUM SPEED LIMIT 65 MPH IN A POSTED 35 MPH ZONE
1333,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEHICLE
1334,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENED UNDER 17106 26204 26206 27103
1335,DRIVINGTO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE
1336,PERSON DRIVING TRAILER ON HWY WO TIRES IN SAFE OPERATING CONDITION AS REQUIRED BY ADM
1337,DRIVER UNLAWFULLY ENTERING LEFT TURN LANE
1338,EXCEEDING POSTED MAXIMUM SPEED LIMIT 101 MPH IN A POSTED 55 MPH ZONE
1339,FAIL VEH DRIVER IN ACCTO REPORT ATTENDED VEH DAMAGE TO NEAREST POLICE
1340,DRIVING WHILE LIC SUSP
1341,EXCEEDING POSTED MAXIMUM SPEED LIMIT 45 MPH IN A POSTED 25 MPH ZONE
1342,DRIVER FAILURE TO YIELD RIGHTOFWAY TO VEH UPON EMERGING FROM ALLEY
1343,EXCEEDING POSTED MAXIMUM SPEED LIMIT 67 MPH IN A POSTED 40 MPH ZONE
1344,UNREGISTERED IM MARYLAND
1345,EXCEEDING MAXIMUM SPEED 66 MPH IN A POSTED 35 MPH ZONE
1346,DRIVING VEH WITH WINDSHIELD WINDOW VIEW OBSTRUCTED BY SIGN MATERIAL
1347,DRIVING WITH AN EXPIRED LICENSE
1348,OPER SOUND AMPLIFICATIONSYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1349,EXCEEDING POSTED MAXIMUM SPEED LIMIT 88 MPH IN A POSTED 45 MPH ZONE
1350,FAILURE MOTOR VEH DRIVER TO FURNISH WRITTEN ID INFO INON UNATTENDED DAMAGED VEH
1351,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45 MPH IN A 35 MPH ZONE
1352,FAILURE TO STOP VEH WITHIN 12 INCHES OF RIGHT CURB
1353,DRIVER READING A EXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1354,STANDING PARKING VEH IN INTERSECTION
1355,PERSON OPERATING MOPED WO APPROVED EYE PROTECTIVE DEVICE
1356,FRAUDULENTLY FALSIFYING VEH TITLE CERT ASSIGNMENT
1357,AILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS
1358,STOP LIGHTS
1359,Headlights
1360,Wheels Lugs
1361,TAG LIGHTS
1362,TAILLIGHTS
1363,Stop Lights
1364,TURN SIGNALS
1365,Window Tint
1366,HEADLIGHTS
1367,REARVIEW MIRRORS
1368,WINDOW TINT
1369,Tires
1370,Exhaust System
1371,Tag Lights
1372,Rearview Mirrors
1373,Taillights
1374,GLASS
1375,ID LAMP
1376,Clearance Lamps
1377,REFLECTORS
1378,Vehicle Brake System
1379,EXHAUST SYSTEM
1380,Headlight Aim
1381,Side Marker Lamp
1382,Glass
1383,ID Lamp
1384,VEHICLE BRAKE SYSTEM
1385,SUSPENSION SHOCKS
1386,Fenders Flaps
1387,TIRES
1388,HOODCATCH
1389,PARKING LAMPS
1390,BACKUP LAMP
1391,Fog Auxilary Lamps
1392,CLEARANCE LAMPS
1393,SIDE MARKER LAMP
1394,Turn Signals
1395,WHEEL ALIGNMENT
1396,Low Air Warning Device
1397,Wheel Alignment
1398,BUMPERS
1399,Reflectors
1400,Fuel System
1401,HAZARD WARNING LAMP
1402,Safety Belts
1403,Parking Lamps
1404,WINDSHIELD WIPERS
1405,FOG AUXILARY LAMPS
1406,FENDERS FLAPS
1407,BackUp Lamp
1408,HORN
1409,EXT AIR BRAKE COMPONENT
1410,Suspension Shocks
1411,Emergency Warning Lamp
1412,HEADLIGHT AIM
1413,SPEEDOMETER ODOMETER
1414,EMERGENCY WARNING LAMP
1415,Dash Lights
1416,SAFETY BELTS
1417,FUEL SYSTEM
1418,FLOOR TRUNK PAN
1419,Hazard Warning Lamp
1420,Lift Axle AirtoWeight Ratio
1421,WHEELS LUGS
1422,DOOR LATCHHANDLE
1423,EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH
1424,EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH
1425,SPEEDING
1426,OPERATING MOTOR VEHICLE WITHOUT PROPER REQUIRED EMEMERGENCY EQUIPMENT ON POWER UNIT
1427,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH
1428,UNLAWFUL USE VEHICLE REGISTERED AS A HISTORIC MOTOR VEHICLE
1429,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH
1430,EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH
1431,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 87
1432,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH
1433,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 83MPH IN 55MPH
1434,FAILURE TO REDUCE SPEED IN DANGEROUS WEATHER HIGHWAY CONDITIONS
1435,BRAKE NOT SECURED AGAINST DAMAGE
1436,OPERATING MOTOR VEHICLE WITH INADEQUATE WINDSHIELD WIPERS
1437,FAILURE OF MV OPER DRIVING ON HWY TO BE IN POSS EVID OF REQD SECURITY FOR MV
1438,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 70
1439,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 80 MPH
1440,BRAKE HOSE NOT SECURED AGAINST DAMAGE
1441,FAILURE TO PARK VEH WITHIN 12 INCHES OF RIGHT CURB
1442,EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH
1443,OPERATING A MV WO PROPER REQUIRED EMERGENCY ROADSIDE WARNING DEVICES
1444,DRIVING ON HWY WITH OBJMATERIALOBSTRUCT INON VEH INTERFERING WITH CLEAR VIEW
1445,DRIVIN UNSAFE VEH ON HWY
1446,DRIVING MOTOR VEHICLE WHEN NOT ABLE TO COMPLY WITH ENGLISH SPEAKING REQUIREMENTS
1447,NOWINGLY DRIVING UNINSURED VEHICLE
1448,VEH HWY OPERATION WITH INADEQUATE SIDE MARKER LAMP
1449,MAKING VEHICULAR TURN ON AUTHORITY HIGHWAY WHERE PROHIBITED BY SIGNS
1450,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7955
1451,OPERATING MOTOR VEHICLE WITH INADEQUATE STEERING AXLES TIRELEFT
1452,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 77
1453,FAILURE OF DRIVER DRIVING BELOW SPEED LIMITTO KEEP RIGHT
1454,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 9360
1455,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5135
1456,FAILURE TO REDUCE SPEED ON NARROW WINDING ROADWAY
1457,EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH
1458,DRIVER READING A TEXTELECTRONICMSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1459,FAILURE OF VEH DRIVER TO DISPLAY CURRENT REG CARD
1460,UNLAWFUL ALTERING OF MFR INSTALLED EXHAUST EMISSION CONTROL ON VEH
1461,MOTOR VEH MFRD BEFORE JUNE 1 1971 WO ADEQUATE TAIL LAMP
1462,VEH HWY OPERATION WITH INADEQUATE REAR LAMPS
1463,DRIVER OPERATING MOTOR VEHICLE WITHOUT PRESCRIBED EMERGENCY EQUIPMENT
1464,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 70MPH
1465,FAILURE OF LOADED HWY VEH TO BE SAFELY LOADED
1466,OPERATING MOTOR VEHICLE WITH INADEQUATE STEERING AXLES TIRES
1467,VEH HWY OPERATION WITH INADEQUATE FRONT LAMPS
1468,REAR SIDE MARKERS FRONT LEFT TURN 1 REAR ID AND TAG LAMP INOPERABLE
1469,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 IN 40MPH
1470,HEADLIGHT TURN SIGNAL ID LIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
1471,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 43
1472,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60MPH
1473,FAILURE TO SECURELY PLACE REGISTRATION PLATE TO VEHICLE
1474,FAILURE DEPRESS DIM LIGHTED HEAD LAMPS
1475,HEADLIGHT TAILLIGHT STOPLIGHT TURN SIGNAL ID LIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
1476,IMPROPER NUMBER OF TIEDOWNS USED FOR LENGTH OF CARGO
1477,DRIVING VEH WITH WINDOW VIEW OBSTRUCTED BY SIGN MATERIAL
1478,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 3925
1479,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8955
1480,DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN MAKING IMPROPER LEFT TURN AT RED SIGNAL
1481,DRIVER FAIL TO COMPLY WITH LOCAL LAWS FAILURE TO ATTACH FRONT LICENSE PLATE
1482,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50MPH POSTED 30MPH ZONE
1483,HEADLIGHT NOPERATIVE
1484,DISPLAYING TO BE DISPLAYED REG PLATE ISSUED TO OTHER PERSON
1485,VEH HWY OPERATION WITH INADEQUATE REAR ID LAMP
1486,DRIVING VEH ON PUB MAINTAINED HWY WITH EXCESs GROSS WT EXCEEDS ALLOWABLE WT OF 34000LBS BY 12150LBS
1487,EXCEEDING HIGHWAY WORKZONE SPEED LIMIT OF 30 MPH
1488,DRIVING VEH WITH IMPROPERLY MOUNTED SPACED TAIL LAMPS
1489,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 65
1490,TRAILERLEFT ID LAMP STOP LAMPS INOPERABLE
1491,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4330
1492,DRIVING MOTOR VEH WITHOUT REQUIRED SIGNAL LAMPS
1493,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 8255
1494,FAILURE TO MAKE REQUIRED STOP AT PAVEMENT MARK
1495,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 72
1496,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5845
1497,DRIVING VEH WITH UNAUTHORIZED LIGHTS
1498,DRIVING CAUSING TO BE DRIVEN KNOWINGLY PERMIT ING TO BE DRIVEN UNSAFE VEH ON HWY
1499,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 52
1500,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 47MPH
1501,DRIVER FAILURE TO USE HAND ARM SIGNAL LAMP BEFORE STOP TURN
1502,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4840
1503,FAILURE TO PROPERLY PLACE REGISTRATION PLATE TO VEHICLE
1504,DRIVE ACROSS PRIVATE PROPERTY OR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE
1505,EXCEEDING THE POSTED SPEED LIMIT OF 20 MPH
1506,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 48MPH
1507,left rear TAILLIGHT STOPLIGHt INOPERATIVE
1508,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6345
1509,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4730
1510,OPERATING MOTOR VEHICLE WITHOUT ADEQUATE HORN
1511,DRIVINGUNSAFE VEH ON HWY
1512,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6235
1513,DRIVING UNSAFE VEH ON HWY 18 WINDOW TINT
1514,OBSCURING VEHICLE REGISTRATION PLATE WINTENT TO AVOID ID
1515,DRIVING VEH W TVTYPE RECEIVING EQUIP VIDEO DISPEQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1516,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 56 IN 40
1517,1 0F 3 REAR CLEARANCE LIGHTS INOPERATIVE
1518,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 40MPH
1519,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITIONAXLE 2 TIRES TOUCHING
1520,HWY DRIVEN VEH EQUIPPED WITH TIRES WITH PROHIBITED PROJECTING PROTUBERANCE
1521,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 60 MPH IN 45 ZONE
1522,FAILURE TO APPLY FOR UNAFFIXED TABS TO REPLACE DAMAGED TABS
1523,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 56+
1524,PROHIBITED DOUBLE PARKING STANDING
1525,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED
1526,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 IN A 35
1527,LICENSEE FAILURE TO APPLY FOR DUP LIC WHEN LIC MUTILATED DESTROYED
1528,USING FLASHING LIGHTING ON UNAUTHORIZED VEH
1529,USING DEVICE ON MOTOR VEH EXHAUST TAIL PIPE EXTENSION CAUSING EXCESSIVE NOISE
1530,BRAKE PADS ARE INADEQUATE AXLE 1 LEFT CRACKED
1531,INOPERABLE WASHER SYSTEM
